Sentence	MOR_Tier	Error_Flag
mummy's goin(g) in bed .	noun|mummy~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|in noun|bed .	No_Error_Present
I wanna go my xxx .	pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-Pres-S1 verb|go-Inf-S pron|my-Prs-Gen-S1 .	No_Error_Present
&~aw she wanna go in bed !	pron|she-Prs-Nom-S3 aux|wanna-Fin-Ind-Pres-S3 verb|go-Inf-S adp|in noun|bed !	No_Error_Present
is the mummy and da [: the] dad dere [: there] ?	aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|mummy cconj|and det|the-Def-Art noun|dad adv|there ?	No_Error_Present
i(s) that ?	aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
mummy gor [: go] there .	noun|mummy verb|go-Fin-Imp-S adv|there .	No_Error_Present
wha(t)'s (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
Barbie's goin(g) in ee [: the] [//] Barbie's goin(g) in new car .	propn|Barbie~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|in propn|Barbie~part|s verb|go-Part-Pres-S adp|in adj|new-S1 noun|car .	No_Error_Present
horsie's there now .	propn|horsie~aux|be-Fin-Ind-Pres-S3 adv|there adv|now .	No_Error_Present
horsie here .	noun|horsie adv|here .	No_Error_Present
++ here mum mum .	adv|here noun|mum noun|mum .	No_Error_Present
Barbie's goi(ng) on wi(th) Ken .	propn|Barbie~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|on adp|with propn|Ken .	No_Error_Present
Ken [/] Ken's goin(g) on bi(ke) .	propn|Ken~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|on noun|bike .	No_Error_Present
wha(t)'s (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
wha(t)'s (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
(h)e fi(nished) now .	pron|he-Prs-Nom-S3 verb|finish-Fin-Ind-Past-S3 adv|now .	No_Error_Present
ugh wanna pu(t) it there .	intj|ugh pron|wanna-Prs-Acc-S2 verb|put-Fin-Ind-Past-S3-irr pron|it-Prs-Acc-S3 adv|there .	No_Error_Present
he goes here .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|here .	No_Error_Present
babe go hin [: in] (th)ere .	noun|babe verb|go-Fin-Imp-S adp|in adv|there .	No_Error_Present
a baby xxx (th)ere now .	det|a-Ind-Art noun|baby adv|there adv|now .	No_Error_Present
Ken's going to see his dad where they going ?	propn|Ken~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S part|to verb|see-Inf-S pron|his-Prs-Gen-S3 noun|dad-Acc adv|where pron|they-Prs-Nom-P3 verb|go-Part-Pres-S ?	No_Error_Present
mum he go on (th)ere .	noun|mum pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adp|on adv|there .	No_Error_Present
me wanna be in the +...	pron|I-Prs-Acc-S1 aux|wanna-Fin-S aux|be-Inf-S adp|in det|the-Def-Art +...	No_Error_Present
is goin(g) on car .	aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|on noun|car .	No_Error_Present
go u(p) there mum .	verb|go-Fin-Imp-S adp|up adv|there noun|mum .	No_Error_Present
I tar [: can't] fi(nd) xxx .	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|find-Inf-S .	No_Error_Present
baby here mum baby here .	noun|baby adv|here noun|mum noun|baby adv|here .	No_Error_Present
don('t) wanna go on de [: the] castle .	aux|do-Fin-Imp-S~part|not intj|wanna verb|go-Fin-Imp-S adp|on det|the-Def-Art noun|castle .	No_Error_Present
is anybody else going ?	aux|be-Fin-Ind-Pres-S3 pron|anybody-Ind-S1 adj|else-S1 verb|go-Part-Pres-S ?	No_Error_Present
you can('t) see castle !	pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|see-Inf-S noun|castle-Acc !	No_Error_Present
I do(n't) wa(nt) .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S .	No_Error_Present
this castle there !	det|this-Def-Dem-Sing noun|castle adv|there !	No_Error_Present
no (th)ey not going there .	intj|no pron|they-Prs-Nom-P3 part|not verb|go-Part-Pres-S adv|there .	No_Error_Present
not in de [: the] chair &~uhn is she ?	part|not adp|in det|the-Def-Art noun|chair aux|be-Fin-Ind-Pres-S3 pron|she-Prs-Nom-S3 ?	No_Error_Present
daddy goin(g) sit on there .	noun|daddy verb|go-Ger-S verb|sit-Inf-S adp|on adv|there .	No_Error_Present
ahhah (.) dat [: that] better now .	intj|ahhah pron|that-Dem adj|good-Cmp-S1 adv|now .	No_Error_Present
now what he doin(g) ?	adv|now pron|what-Int-S1 pron|he-Prs-Nom-S3 verb|do-Part-Pres-S ?	No_Error_Present
yes yes you are yes you are .	intj|yes intj|yes pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 intj|yes pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .	No_Error_Present
wha(t)'s (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
&-er (h)e's go(t) one dere [: there] .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr num|one adv|there .	No_Error_Present
(t)hat's mine .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Present
(t)hat's mine .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Present
is not Winnie the Pooh &~uhn is it ?	aux|be-Fin-Ind-Pres-S3 part|not propn|Winnie det|the-Def-Art propn|Pooh aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
not Pooh is it ?	part|not propn|Pooh aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
dat's [: that's] (m)ummy and a daddy and a Yonnie [: Bonnie] .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|mummy cconj|and det|a-Ind-Art noun|daddy cconj|and det|a-Ind-Art propn|Bonnie .	No_Error_Present
Yonnie [: Bonnie] dat's [: that's] Yonnie [: Bonnie] .	propn|Bonnie pron|that-Dem~aux|be-Fin-Ind-Pres-S3 propn|Bonnie .	No_Error_Present
i(s) not baby [//] a doll !	aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|doll !	No_Error_Present
i(s) not xxx Pooh says .	aux|be-Fin-Ind-Pres-S3 part|not propn|Pooh verb|say-Fin-Ind-Pres-S3 .	No_Error_Present
don('t) want it .	aux|do-Fin-Ind-Pres-S3~part|not verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Present
p(l)ay toys here !	verb|play-Fin-Imp-S noun|toy-Plur-Acc adv|here !	No_Error_Present
wha(t)'s (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
(h)e sc(r)atch it (h)e sc(r)atch it all &~uhn is he ?	pron|he-Prs-Nom-S3 verb|scratch-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 pron|he-Prs-Nom-S3 verb|scratch-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 det|all-Def-Tot aux|be-Fin-Ind-Pres-S3 pron|he-Prs-Nom-S3 ?	No_Error_Present
no where de [: the] toys ?	intj|no adv|where det|the-Def-Art noun|toy-Plur ?	No_Error_Present
no (i)s no(t) Winnie the Pooh .	intj|no aux|be-Fin-Ind-Pres-S3 part|not propn|Winnie det|the-Def-Art propn|Pooh .	No_Error_Present
no i(s) no(t) call(ed) Kanga .	intj|no aux|be-Fin-Ind-Pres-S3 part|not verb|call-Part-Past-S propn|Kanga .	No_Error_Present
baby Tom i(s) xxx .	noun|baby propn|Tom aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
where she go ?	adv|where pron|she-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 ?	No_Error_Present
yes you are yes you are .	intj|yes pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 intj|yes pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .	No_Error_Present
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
(wh)at's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
no she don't wanna she wanna kanga(r)oo .	intj|no pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not verb|wanna-Inf-S pron|she-Prs-Nom-S3 verb|wanna-Fin-Ind-Pres-S3 noun|kangaroo-Acc .	No_Error_Present
look here (i)t is (.) look !	verb|look-Fin-Imp-S adv|here pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|look-Inf-S !	No_Error_Present
you're holdin(g) xxx .	pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|hold-Part-Pres-S .	No_Error_Present
you're holdin(g) xxx .	pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|hold-Part-Pres-S .	No_Error_Present
gotta (h)old it .	aux|getta-Fin-S verb|hold-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
(s)it dere [: there] mummy !	verb|sit-Fin-Imp-S adv|there noun|mummy-Acc !	No_Error_Present
don('t) want it anymore .	aux|do-Fin-Ind-Pres-S3~part|not verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 adv|anymore .	No_Error_Present
don('t) want it .	aux|do-Fin-Ind-Pres-S3~part|not verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Present
it's raini(ng) .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|rain-Part-Pres-S .	No_Error_Present
<that cat> [//] doggie falling off there .	noun|doggie verb|fall-Ger-S adp|off adv|there .	No_Error_Present
&-um boy can hurt his head .	intj|boy aux|can-Fin-S verb|hurt-Inf-S pron|his-Prs-Gen-S3 noun|head-Acc .	No_Error_Present
it's raining not got a head up .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|rain-Part-Pres-S part|not verb|get-Part-Past-S-irr det|a-Ind-Art noun|head-Acc adp|up .	No_Error_Present
she getting (h)ome .	pron|she-Prs-Nom-S3 verb|get-Part-Pres-S adv|home .	No_Error_Present
mummy's got xxx and this xxx .	noun|mummy~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr cconj|and pron|this-Dem-S1 .	No_Error_Present
she's going &-um that way .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S det|that-Def-Dem-Sing noun|way-Acc .	No_Error_Present
it's col(d) now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|cold-S1 adv|now .	No_Error_Present
and he's got his star on .	cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr pron|his-Prs-Gen-S3 noun|star-Acc adp|on .	No_Error_Present
yes he wanna go home and tell his mummy .	intj|yes pron|he-Prs-Nom-S3 aux|wanna-Fin-S verb|go-Inf-S adv|home cconj|and verb|tell-Inf-S pron|his-Prs-Gen-S3 noun|mummy-Acc .	No_Error_Present
&-er xxx that and that picture was dropped it on and they can't get on there there on there .	pron|that-Dem cconj|and det|that-Def-Dem-Sing noun|picture aux|be-Fin-Ind-Past-S3-irr verb|drop-Part-Past-S pron|it-Prs-Acc-S3 adp|on cconj|and pron|they-Prs-Nom-P3 aux|can-Fin-S~part|not verb|get-Inf-S adp|on adv|there adv|there adp|on adv|there .	No_Error_Present
they can't get on the chair .	pron|they-Prs-Nom-P3 aux|can-Fin-S~part|not verb|get-Inf-S adp|on det|the-Def-Art noun|chair .	No_Error_Present
&-er she can't go home .	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not verb|go-Inf-S adv|home .	No_Error_Present
she can't go that way .	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not verb|go-Inf-S det|that-Def-Dem-Sing noun|way .	No_Error_Present
(be)cause she's xxx .	sconj|because pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
&-er &-er I wanna go to school and xxx .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Fin-Ind-Pres-S1 adp|to noun|school cconj|and .	No_Error_Present
and girl is going up xxx .	cconj|and noun|girl aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|up .	No_Error_Present
is go in the car that girl .	aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adp|in det|the-Def-Art noun|car det|that-Def-Dem-Sing noun|girl-Acc .	No_Error_Present
she's [/] she's blow a whistle like that .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|blow-Inf-S det|a-Ind-Art noun|whistle-Acc adp|like pron|that-Dem .	No_Error_Present
it was a little xxx on the water .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr det|a-Ind-Art adj|little-S1 adp|on det|the-Def-Art noun|water .	No_Error_Present
and this is girl is going out .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|girl aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|out .	No_Error_Present
xxx put the xxx on the girls are [/] are make the dinner .	verb|put-Fin-Imp-S det|the-Def-Art adp|on det|the-Def-Art noun|girl-Plur aux|be-Fin-Ind-Pres-P3 verb|make-Inf-S det|the-Def-Art noun|dinner-Acc .	No_Error_Present
it's dinner time and that .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|dinner noun|time cconj|and pron|that-Dem .	No_Error_Present
&-er that's [/] that's squirrel ?	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|squirrel ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
&-er that mummy on the xxx and that's daddy .	det|that-Def-Dem-Sing noun|mummy adp|on det|the-Def-Art cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|daddy .	No_Error_Present
&-er it's [//] &-er that's daddy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|daddy .	No_Error_Present
she put in all in there like that .	pron|she-Prs-Nom-S3 verb|put-Fin-Ind-Past-S3-irr adp|in det|all-Def-Tot adp|in adv|there adp|like pron|that-Dem .	No_Error_Present
no it's [/] it's bit raining now .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|bit verb|rain-Part-Pres-S adv|now .	No_Error_Present
yeah it's cold .	intj|yeah pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|cold-S1 .	No_Error_Present
&-um she's building &-um some b(r)ick &-er .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|build-Part-Pres-S det|some-Def-Ind noun|brick-Acc .	No_Error_Present
and they go upstair(s) .	cconj|and pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adv|upstairs .	No_Error_Present
and they go down there .	cconj|and pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|down adv|there .	No_Error_Present
she [/] she not finished yet .	pron|she-Prs-Nom-S3 part|not verb|finish-Fin-Ind-Past-S3 adv|yet .	No_Error_Present
no that's a girl .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|girl .	No_Error_Present
&-er she's [/] she's building them .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|build-Part-Pres-S pron|they-Prs-Acc-P3 .	No_Error_Present
it's a boy .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .	No_Error_Present
it's a boy xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .	No_Error_Present
she's bringing a brick like that then put on the ladders .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|bring-Part-Pres-S det|a-Ind-Art noun|brick-Acc adp|like pron|that-Dem adv|then verb|put-Part-Past-S-irr adp|on det|the-Def-Art noun|ladder-Plur .	No_Error_Present
&-er &-er it's b(r)oke .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 .	No_Error_Present
it's b(r)oke &~uhn isn't it ?	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?	No_Error_Present
and &-er she's got another girl and [/] and another boy's going .	cconj|and pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|another-Def-Ind noun|girl-Acc cconj|and det|another-Def-Ind noun|boy~part|s noun|go-Ger .	No_Error_Present
and that girl (.) she's putting that &-um on a girl .	cconj|and det|that-Def-Dem-Sing noun|girl pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Pres-S pron|that-Dem adp|on det|a-Ind-Art noun|girl .	No_Error_Present
it's in the box there .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|in det|the-Def-Art noun|box adv|there .	No_Error_Present
yeah maybe [/] maybe get them from here .	intj|yeah adv|maybe verb|get-Fin-Imp-S pron|they-Prs-Acc-P3 adp|from adv|here .	No_Error_Present
and maybe get them from here .	cconj|and adv|maybe verb|get-Fin-Imp-S pron|they-Prs-Acc-P3 adp|from adv|here .	No_Error_Present
and he's hurt and he's bumped head and he's bumped +//.	cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|hurt-Part-Past-S-irr cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|bump-Part-Past-S noun|head-Acc cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|bump-Part-Past-S +//.	No_Error_Present
he can't go on the xxx on the ladder .	pron|he-Prs-Nom-S3 aux|can-Fin-S~part|not verb|go-Inf-S adp|on det|the-Def-Art adp|on det|the-Def-Art noun|ladder .	No_Error_Present
what is in it ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 adp|in pron|it-Prs-Acc-S3 ?	No_Error_Present
that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
xxx where you go in the xxx .	adv|where pron|you-Prs-Nom-S2 verb|go-Fin-Ind-Pres-S2 adp|in det|the-Def-Art .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
<where's the boy> [>] .	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|boy .	No_Error_Present
<there he is> [>] .	pron|there-Dem-S1 pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
here's the lady .	adv|here~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|lady .	No_Error_Present
mum where's xxx ?	noun|mum adv|where~aux|be-Fin-Ind-Pres-S3 ?	No_Error_Present
and that's a girl .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|girl .	No_Error_Present
these are bit xxx .	pron|this-Dem-P1 aux|be-Fin-Ind-Pres-P3 noun|bit .	No_Error_Present
and that's where the pictures ?	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|where det|the-Def-Art noun|picture-Plur ?	No_Error_Present
ha(ve) you got more pictures ?	aux|have-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|get-Part-Past-S-irr adj|more-Cmp-S1 noun|picture-Plur-Acc ?	No_Error_Present
and that's the flowers .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|flower-Plur .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
(s)poons &~uhn aren't they ?	noun|spoon-Plur aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
yeah little glass &~uhn aren't they ?	intj|yeah adj|little-S1 noun|glass aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
you can put it on the table .	pron|you-Prs-Nom-S2 aux|can-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adp|on det|the-Def-Art noun|table .	No_Error_Present
yeah put it on there .	intj|yeah verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on adv|there .	No_Error_Present
put that xxx in here .	verb|put-Fin-Imp-S pron|that-Dem adp|in adv|here .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
there something there .	pron|there-Int-S1 pron|something-Ind-S1 adv|there .	No_Error_Present
that's a lady (.) bought some pictures .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|lady verb|buy-Fin-Ind-Past-S3-irr det|some-Def-Ind noun|picture-Plur-Acc .	No_Error_Present
that one is xxx .	sconj|that noun|one aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
right this is my girlfriend .	adv|right pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|girlfriend .	No_Error_Present
and this is .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
can you go xxx ?	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|go-Inf-S ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ? [+ srp]	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ? [+ srp]	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that mummy ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mummy ?	No_Error_Present
can I watch a xxx ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|watch-Inf-S det|a-Ind-Art ?	No_Error_Present
&~a:h lady are you alright ?	noun|lady aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adj|alright-S1 ?	No_Error_Present
I think so .	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 adv|so .	No_Error_Present
and then we get some bottles .	cconj|and adv|then pron|we-Prs-Nom-P1 verb|get-Fin-Ind-Pres-P1 det|some-Def-Ind noun|bottle-Plur-Acc .	No_Error_Present
and that's a boy .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .	No_Error_Present
I have a xxx there .	pron|I-Prs-Nom-S1 verb|have-Fin-Ind-Pres-S1 det|a-Ind-Art adv|there .	No_Error_Present
and this is xxx .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
and <this is> [/] this is .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
and this is &-er &-er .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
I'm trying to give the watch xxx .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|try-Part-Pres-S part|to verb|give-Inf-S det|the-Def-Art noun|watch-Acc .	No_Error_Present
and this is mine .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Present
and that is her (.) oops .	cconj|and pron|that-Dem aux|be-Fin-Ind-Pres-S3 pron|her-Prs-Gen-S3 noun|oop .	No_Error_Present
want it back ?	verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 adv|back ?	No_Error_Present
and what's that ?	cconj|and pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
where's i(t) gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adj|gone-S1 ?	No_Error_Present
and this is lady .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|lady .	No_Error_Present
then put something on a plate .	adv|then verb|put-Fin-Imp-S pron|something-Ind-S1 adp|on det|a-Ind-Art noun|plate .	No_Error_Present
where [//] where's the plates ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|plate-Plur ?	No_Error_Present
no that's naughty .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|naughty-S1 .	No_Error_Present
don't wanna do that .	aux|do-Fin-Imp-S~part|not part|wana verb|do-Fin-Imp-S pron|that-Dem .	No_Error_Present
pop the d(r)inks in there .	verb|pop-Fin-Imp-S det|the-Def-Art noun|drink-Plur-Acc adp|in adv|there .	No_Error_Present
ahhah girl that's naughty (.) didn't d(r)unk that .	intj|ahhah noun|girl pron|that-Rel~aux|be-Fin-Ind-Pres-S3 adj|naughty-S1 aux|do-Fin-Ind-Past-S3-irr~part|not verb|drink-Part-S pron|that-Dem .	No_Error_Present
oops he gonna sit down in xxx .	verb|oop-Fin-Ind-Pres-S pron|he-Prs-Nom-S3 adv|gonna verb|sit-Inf-S adp|down adp|in .	No_Error_Present
now you gotta xxx on chair .	adv|now pron|you-Prs-Nom-S2 aux|getta-Fin-S adp|on noun|chair .	No_Error_Present
here you are girl .	adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 noun|girl .	No_Error_Present
I'm really sorry .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|really adj|sorry-S1 .	No_Error_Present
right I needta put the washing there .	adj|right-S1 pron|I-Prs-Nom-S1 aux|needta-Fin-Ind-Pres-S1 verb|put-Fin-Ind-Past-S1-irr det|the-Def-Art noun|washing-Acc-Ger adv|there .	No_Error_Present
and this is the (s)poon .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|spoon .	No_Error_Present
it's b(r)oke .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 .	No_Error_Present
&~aw where you going xxx ?	adv|where pron|you-Prs-Nom-S2 verb|go-Part-Pres-S ?	No_Error_Present
&~a:h that's good .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|good-S1 .	No_Error_Present
oh I'm coming .	intj|oh pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|come-Part-Pres-S .	No_Error_Present
look what's that food ?	verb|look-Fin-Imp-S pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|food ?	No_Error_Present
